fid,id,Assets_Threats,Name,Ward,Subward,Subward_asset_id,asset_threat_category,Assets_per_ward_id,latitude,longitude,important_asset_at_risk_per_ward_ID,continued_from_asset_at_risk_id,Important_asset_not_at_risk_per_ward_ID,Evacuation_center_per_ward_ID,At_risk_but_not_important_ID
4816,4677,Important asset and at risk,Mpakani Mosque,Saranga,Saranga,,,,-6.831643422,39.12600907,23,,,,
4821,4678,Important asset and at risk,Machinjioni,Saranga,Stopover,,,,-6.78346892,39.16113363,24,,,,
3,4679,Important asset and at risk,Penteoste Church,Saranga,Stopover,,,,-6.783634441,39.15589212,25,,,,
4822,4680,Important asset and at risk,TAG Church,Saranga,Stopover,,,,-6.789672511,39.1510203,26,,,,
4817,4681,Important asset and at risk,Saranga Primary School,Saranga,Ukombozi,,,,-6.815121938,39.14094888,27,,,,
4819,4682,Important asset and at risk,Play Ground,Saranga,Ukombozi,,,,-6.82516109,39.13784476,28,,,,
4820,4683,Important asset and at risk,Bajaji Stend,Saranga,Ukombozi,,,,-6.82569406,39.13350804,29,,,,
4818,4684,Important asset and at risk,Al Masjid,Saranga,Ukombozi,,,,-6.827505061,39.14221544,30,,,,
4812,4685,Important asset and at risk,K One Hotel,Saranga,Upendo,,,,-6.793756294,39.14180899,31,,,,
4811,4686,Important asset and at risk,Hill Side Bar,Saranga,Upendo,,,,-6.793979596,39.13764506,32,,,,
4809,4687,Important asset and at risk,Paris Academy,Saranga,Upendo,,,,-6.803769863,39.13847697,33,,,,
4810,4688,Important asset and at risk,Temboni Secondary School,Saranga,Upendo,,,,-6.804168304,39.14014955,34,,,,
3262,4689,Important asset and not at risk,Many shoppes,Saranga,Kimara B,,,,-6.760813517,39.14908607,,,1,,
3261,4690,Important asset and not at risk,Bar And Restaurant,Saranga,Kimara B,,,,-6.761357761,39.14512952,,,2,,
3263,4691,Important asset and not at risk,Mosque,Saranga,Kimara B,,,,-6.761911582,39.14872217,,,3,,
3264,4692,Important asset and not at risk,Open Club,Saranga,Kimara B,,,,-6.762371237,39.1473049,,,4,,
3265,4693,Important asset and not at risk,Roman Catholic Church,Saranga,Kimara B,,,,-6.768356332,39.14257428,,,5,,
3266,4694,Important asset and not at risk,Nalepo School,Saranga,Kimara B,,,,-6.768499974,39.14003181,,,6,,
3267,4695,Important asset and not at risk,Masjid Maeedina Ali,Saranga,Kimara B,,,,-6.770348171,39.13619657,,,7,,
3268,4696,Important asset and not at risk,Hakuna Mungu Bar,Saranga,Kimara B,,,,-6.771899508,39.13784366,,,8,,
3269,4697,Important asset and not at risk,KKKT,Saranga,Kimara B,,,,-6.773393687,39.14377065,,,9,,
3270,4698,Important asset and not at risk,Rama Water Kiosk,Saranga,Kimara B,,,,-6.773738129,39.13836078,,,10,,
3271,4699,Important asset and not at risk,Maduka shoppeping Center,Saranga,Kimara B,,,,-6.776886425,39.14562578,,,11,,
3272,4700,Important asset and not at risk,Mipango Glass shoppe,Saranga,Kimara B,,,,-6.778249335,39.1443936,,,12,,
3283,4701,Important asset and not at risk,M Pub,Saranga,Kimara B,,,,-6.783815707,39.14129986,,,13,,
3284,4702,Important asset and not at risk,Shikamoo Pesa Pub,Saranga,Kimara B,,,,-6.7840349,39.14042039,,,14,,
3285,4703,Important asset and not at risk,Turnsteps Experience,Saranga,Kimara B,,,,-6.784564612,39.13902693,,,15,,
3273,4704,Important asset and not at risk,Anglican Church,Saranga,Kimara B,,,,-6.784750703,39.14933505,,,16,,
3282,4705,Important asset and not at risk,Mama Steve  Hairdressing Saloon,Saranga,Kimara B,,,,-6.785215146,39.13736007,,,17,,
3281,4706,Important asset and not at risk,Sharome shoppe,Saranga,Kimara B,,,,-6.7859291,39.1367288,,,18,,
3280,4707,Important asset and not at risk,Casdeni Aluminium And Glass Works,Saranga,Kimara B,,,,-6.786664856,39.13650731,,,19,,
3274,4708,Important asset and not at risk,Social Hall,Saranga,Kimara B,,,,-6.786713814,39.14681652,,,20,,
3275,4709,Important asset and not at risk,Kwa Brizi,Saranga,Kimara B,,,,-6.787039403,39.1439724,,,21,,
3287,4710,Important asset and not at risk,Blue Gate Pub And Restaurant,Saranga,Kimara B,,,,-6.787266836,39.14647896,,,22,,
3277,4711,Important asset and not at risk,Bar And Restaurant,Saranga,Kimara B,,,,-6.788849295,39.14245937,,,23,,
3278,4712,Important asset and not at risk,Victoria Social Hall,Saranga,Kimara B,,,,-6.7895487,39.1430671,,,24,,
3286,4713,Important asset and not at risk,Block School,Saranga,Kimara B,,,,-6.789718331,39.14451585,,,25,,
3279,4714,Important asset and not at risk,Hoja Social Hall,Saranga,Kimara B,,,,-6.789850003,39.13885395,,,26,,
3276,4715,Important asset and not at risk,Roman Catholic Church,Saranga,Kimara B,,,,-6.790534698,39.14278496,,,27,,
3292,4716,Important asset and not at risk,Al-Masjid Kauthary,Saranga,King'ongo,,,,-6.756951489,39.15570516,,,28,,
3297,4717,Important asset and not at risk,Church Of God,Saranga,King'ongo,,,,-6.760340066,39.15297405,,,29,,
3293,4718,Important asset and not at risk,Masjid Fisabilah,Saranga,King'ongo,,,,-6.763471808,39.16196982,,,30,,
3289,4719,Important asset and not at risk,King'Ongo Sub-Ward Office,Saranga,King'ongo,,,,-6.764581607,39.15622987,,,31,,
3294,4720,Important asset and not at risk,Noor Islamic Kadria Center,Saranga,King'ongo,,,,-6.765268476,39.15969913,,,32,,
3296,4721,Important asset and not at risk,Bright Junior Academy,Saranga,King'ongo,,,,-6.765943114,39.15087557,,,33,,
3291,4722,Important asset and not at risk,Wokovu Wa Yehova Church,Saranga,King'ongo,,,,-6.766074491,39.16037555,,,34,,
3288,4723,Important asset and not at risk,Evangelist Church,Saranga,King'ongo,,,,-6.766822511,39.15273911,,,35,,
3295,4724,Important asset and not at risk,Mhagama Dispensary,Saranga,King'ongo,,,,-6.766944419,39.15984471,,,36,,
3290,4725,Important asset and not at risk,Anglican Church,Saranga,King'ongo,,,,-6.769483189,39.16222192,,,37,,
3361,4726,Important asset and not at risk,Anninynndumi Primary School,Saranga,Matangini,,,,-6.779446321,39.17118824,,,38,,
3360,4727,Important asset and not at risk,Echi Medics Centre,Saranga,Matangini,,,,-6.782783719,39.17185091,,,39,,
3353,4728,Important asset and not at risk,Dawasco,Saranga,Matangini,,,,-6.785972254,39.16886246,,,40,,
3363,4729,Important asset and not at risk,Western Union,Saranga,Matangini,,,,-6.786233431,39.16787912,,,41,,
3359,4730,Important asset and not at risk,Tanzania Postal Bank,Saranga,Matangini,,,,-6.786285018,39.16741191,,,42,,
3352,4731,Important asset and not at risk,Orxy Energy Petrol Station,Saranga,Matangini,,,,-6.787662563,39.17244156,,,43,,
3362,4732,Important asset and not at risk,EAGT Church,Saranga,Matangini,,,,-6.788627767,39.16508648,,,44,,
3358,4733,Important asset and not at risk,Filbert Bay Nursery Primary School,Saranga,Matangini,,,,-6.788973512,39.17270567,,,45,,
3354,4734,Important asset and not at risk,Cementery,Saranga,Matangini,,,,-6.790249246,39.16709532,,,46,,
3355,4735,Important asset and not at risk,Mico Dispensary,Saranga,Matangini,,,,-6.791052783,39.16748909,,,47,,
3356,4736,Important asset and not at risk,Masjid Nnajaat,Saranga,Matangini,,,,-6.791891534,39.16892009,,,48,,
3357,4737,Important asset and not at risk,Midlands High School,Saranga,Matangini,,,,-6.795102479,39.17019902,,,49,,
3300,4738,Important asset and not at risk,CCM Office,Saranga,Michungwani,,,,-6.770801254,39.1578522,,,50,,
3299,4739,Important asset and not at risk,Maganga,Saranga,Michungwani,,,,-6.770887656,39.15873782,,,51,,
3298,4740,Important asset and not at risk,Pentacostal Church,Saranga,Michungwani,,,,-6.770987018,39.16029737,,,52,,
3301,4741,Important asset and not at risk,Seventh Adventist Church,Saranga,Michungwani,,,,-6.772533612,39.16175756,,,53,,
3308,4742,Important asset and not at risk,Fish Grocery,Saranga,Michungwani,,,,-6.772720097,39.15401343,,,54,,
3304,4743,Important asset and not at risk,Mwangongo (Transformer),Saranga,Michungwani,,,,-6.772937541,39.15864278,,,55,,
3302,4744,Important asset and not at risk,M-Pesa Playground,Saranga,Michungwani,,,,-6.773192427,39.16059978,,,56,,
3305,4745,Important asset and not at risk,Claret Primary School Playground,Saranga,Michungwani,,,,-6.773922523,39.15832741,,,57,,
3303,4746,Important asset and not at risk,M-Pesa shoppes,Saranga,Michungwani,,,,-6.774030525,39.16029737,,,58,,
3306,4747,Important asset and not at risk,Claret Primary School,Saranga,Michungwani,,,,-6.774186049,39.15750659,,,59,,
3307,4748,Important asset and not at risk,Butchery,Saranga,Michungwani,,,,-6.774557577,39.15934695,,,60,,
3309,4749,Important asset and not at risk,Saranga Mosque,Saranga,Michungwani,,,,-6.774638219,39.15377439,,,61,,
3313,4750,Important asset and not at risk,Marie Claret Roman Catholic Church,Saranga,Michungwani,,,,-6.774764942,39.15730535,,,62,,
3312,4751,Important asset and not at risk,Masjid Omar,Saranga,Michungwani,,,,-6.774776462,39.15581347,,,63,,
3314,4752,Important asset and not at risk,Subward Office,Saranga,Michungwani,,,,-6.775075989,39.15926379,,,64,,
3310,4753,Important asset and not at risk,Six shoppe,Saranga,Michungwani,,,,-6.775254552,39.15297949,,,65,,
3335,4754,Important asset and not at risk,Mountain Hill Primary School,Saranga,Michungwani,,,,-6.77559159,39.16293562,,,66,,
3311,4755,Important asset and not at risk,Mengeni Bar,Saranga,Michungwani,,,,-6.775861693,39.15455803,,,67,,
3315,4756,Important asset and not at risk,Mosque,Saranga,Michungwani,,,,-6.775991849,39.15957772,,,68,,
3336,4757,Important asset and not at risk,Ebenezer Church,Saranga,Michungwani,,,,-6.776592099,39.15728912,,,69,,
3317,4758,Important asset and not at risk,Efatha Church,Saranga,Michungwani,,,,-6.77738964,39.15229836,,,70,,
3316,4759,Important asset and not at risk,Anglican Church,Saranga,Michungwani,,,,-6.77740596,39.15906506,,,71,,
3318,4760,Important asset and not at risk,Morning Star Primary School,Saranga,Michungwani,,,,-6.77742804,39.15264012,,,72,,
3332,4761,Important asset and not at risk,Kilimanjaro School,Saranga,Michungwani,,,,-6.778230138,39.16482623,,,73,,
3327,4762,Important asset and not at risk,KKKT,Saranga,Michungwani,,,,-6.778419582,39.16121655,,,74,,
3325,4763,Important asset and not at risk,St. Glory Nursing College,Saranga,Michungwani,,,,-6.778680708,39.16039733,,,75,,
3324,4764,Important asset and not at risk,Machata House,Saranga,Michungwani,,,,-6.778688388,39.15888178,,,76,,
3326,4765,Important asset and not at risk,Kits Lodge,Saranga,Michungwani,,,,-6.779366803,39.16004405,,,77,,
3320,4766,Important asset and not at risk,Rwakatare (Mp),Saranga,Michungwani,,,,-6.779405684,39.15585811,,,78,,
3321,4767,Important asset and not at risk,Mhaya Grocery,Saranga,Michungwani,,,,-6.779451765,39.15672597,,,79,,
3331,4768,Important asset and not at risk,Redem Assemblies Od God,Saranga,Michungwani,,,,-6.779474326,39.16479039,,,80,,
3319,4769,Important asset and not at risk,Mount Sinai Red Cross,Saranga,Michungwani,,,,-6.779520887,39.15272461,,,81,,
3322,4770,Important asset and not at risk,Nyange House,Saranga,Michungwani,,,,-6.779628409,39.15736727,,,82,,
3323,4771,Important asset and not at risk,Mushi shoppe,Saranga,Michungwani,,,,-6.78012714,39.15802416,,,83,,
3328,4772,Important asset and not at risk,Chitanda House,Saranga,Michungwani,,,,-6.780232102,39.16214841,,,84,,
3329,4773,Important asset and not at risk,Kamkiva Lodge,Saranga,Michungwani,,,,-6.781112762,39.16269114,,,85,,
3333,4774,Important asset and not at risk,Mwaipopo House,Saranga,Michungwani,,,,-6.781184163,39.15914743,,,86,,
3334,4775,Important asset and not at risk,Nursery School,Saranga,Michungwani,,,,-6.781426089,39.15887094,,,87,,
3330,4776,Important asset and not at risk,Greenland Bar And Hostel,Saranga,Michungwani,,,,-6.781563332,39.16233274,,,88,,
3427,4777,Important asset and not at risk,Emwa Garden,Saranga,Mji Mpya,,,,-6.764864383,39.13592967,,,89,,
3425,4778,Important asset and not at risk,Cemetery,Saranga,Mji Mpya,,,,-6.765779916,39.13494509,,,90,,
3416,4779,Important asset and not at risk,TAG Kimara B,Saranga,Mji Mpya,,,,-6.767561074,39.13232036,,,91,,
3423,4780,Important asset and not at risk,Anna Day Care Center,Saranga,Mji Mpya,,,,-6.772508316,39.13054388,,,92,,
3422,4781,Important asset and not at risk,Shalom Nursery School,Saranga,Mji Mpya,,,,-6.774539062,39.13448873,,,93,,
3415,4782,Important asset and not at risk,KKKT Kimara,Saranga,Mji Mpya,,,,-6.774817364,39.13426103,,,94,,
3414,4783,Important asset and not at risk,Kasabile Play Ground,Saranga,Mji Mpya,,,,-6.77506579,39.13158753,,,95,,
3419,4784,Important asset and not at risk,CCM Office (Amani),Saranga,Mji Mpya,,,,-6.775088686,39.1304889,,,96,,
3410,4785,Important asset and not at risk,Basai Mosque,Saranga,Mji Mpya,,,,-6.775905701,39.1300566,,,97,,
3424,4786,Important asset and not at risk,Immaculate Day Care Center,Saranga,Mji Mpya,,,,-6.77642874,39.13267927,,,98,,
3417,4787,Important asset and not at risk,Milling Machine,Saranga,Mji Mpya,,,,-6.776639402,39.13062124,,,99,,
3409,4788,Important asset and not at risk,HKK School,Saranga,Mji Mpya,,,,-6.778901222,39.14334467,,,100,,
3420,4789,Important asset and not at risk,Subward Office,Saranga,Mji Mpya,,,,-6.780658604,39.13624295,,,101,,
3413,4790,Important asset and not at risk,Komba Dispensary,Saranga,Mji Mpya,,,,-6.780757442,39.12855155,,,102,,
3418,4791,Important asset and not at risk,Miko Dispensary,Saranga,Mji Mpya,,,,-6.781678989,39.12578688,,,103,,
3412,4792,Important asset and not at risk,Maknish Dispensary,Saranga,Mji Mpya,,,,-6.782945419,39.14164381,,,104,,
3428,4793,Important asset and not at risk,Temboni Resort,Saranga,Mji Mpya,,,,-6.782980682,39.13531591,,,105,,
3426,4794,Important asset and not at risk,Mira Lodge,Saranga,Mji Mpya,,,,-6.784892591,39.1301452,,,106,,
3411,4795,Important asset and not at risk,Makea Mosque,Saranga,Mji Mpya,,,,-6.785580053,39.13200506,,,107,,
3429,4796,Important asset and not at risk,Mji Mpya Police Post,Saranga,Mji Mpya,,,,-6.785860903,39.13644434,,,108,,
3421,4797,Important asset and not at risk,Godown,Saranga,Mji Mpya,,,,-6.78737166,39.13639639,,,109,,
3380,4798,Important asset and not at risk,KKKT Saranga,Saranga,Saranga,,,,-6.808507752,39.13739793,,,110,,
3364,4799,Important asset and not at risk,Saranga Health Centre,Saranga,Saranga,,,,-6.809311526,39.13725542,,,111,,
3378,4800,Important asset and not at risk,CCM Office,Saranga,Saranga,,,,-6.809837813,39.13692298,,,112,,
3379,4801,Important asset and not at risk,Sendama Social Hall,Saranga,Saranga,,,,-6.811559798,39.13774819,,,113,,
3366,4802,Important asset and not at risk,World Kids School,Saranga,Saranga,,,,-6.814520053,39.12997616,,,114,,
3365,4803,Important asset and not at risk,Seventh Adventist Church,Saranga,Saranga,,,,-6.816044566,39.13192189,,,115,,
3367,4804,Important asset and not at risk,Mnarani Nursery School,Saranga,Saranga,,,,-6.817136998,39.13211754,,,116,,
3368,4805,Important asset and not at risk,Makofia Mosque,Saranga,Saranga,,,,-6.81762207,39.13700631,,,117,,
3369,4806,Important asset and not at risk,Subward Office,Saranga,Saranga,,,,-6.818751867,39.13507825,,,118,,
3371,4807,Important asset and not at risk,TAG Church Mwita,Saranga,Saranga,,,,-6.819987647,39.12697741,,,119,,
3373,4808,Important asset and not at risk,Maduka Kumi,Saranga,Saranga,,,,-6.820425352,39.12439956,,,120,,
3370,4809,Important asset and not at risk,Naba Primary School,Saranga,Saranga,,,,-6.820770285,39.12948294,,,121,,
3372,4810,Important asset and not at risk,KKKT Msingwa,Saranga,Saranga,,,,-6.821065132,39.12602017,,,122,,
3374,4811,Important asset and not at risk,Mount Sorri Nursery School,Saranga,Saranga,,,,-6.822761691,39.12299643,,,123,,
3375,4812,Important asset and not at risk,Masjid Rahman,Saranga,Saranga,,,,-6.824690267,39.12948769,,,124,,
3376,4813,Important asset and not at risk,Cementery,Saranga,Saranga,,,,-6.828656447,39.12261176,,,125,,
3377,4814,Important asset and not at risk,TAG Mpakani,Saranga,Saranga,,,,-6.829797794,39.12870981,,,126,,
3406,4815,Important asset and not at risk,Udongo Mosque,Saranga,Stopover,,,,-6.781316204,39.15328703,,,127,,
2,4816,Important asset and not at risk,Morovian Church,Saranga,Stopover,,,,-6.783356541,39.15850176,,,128,,
3398,4817,Important asset and not at risk,Church,Saranga,Stopover,,,,-6.784074764,39.16152856,,,129,,
4,4818,Important asset and not at risk,Dema Bar,Saranga,Stopover,,,,-6.78436199,39.15623085,,,130,,
3401,4819,Important asset and not at risk,Church,Saranga,Stopover,,,,-6.784428459,39.16103525,,,131,,
3394,4820,Important asset and not at risk,Primary Court,Saranga,Stopover,,,,-6.786390561,39.15755908,,,132,,
3403,4821,Important asset and not at risk,Bakery,Saranga,Stopover,,,,-6.786605072,39.16143148,,,133,,
3395,4822,Important asset and not at risk,The Tree Mamre Church,Saranga,Stopover,,,,-6.788674869,39.15666838,,,134,,
3396,4823,Important asset and not at risk,Kisbo Garage,Saranga,Stopover,,,,-6.788698204,39.15727563,,,135,,
3397,4824,Important asset and not at risk,Daruli Mosque,Saranga,Stopover,,,,-6.789061721,39.15699244,,,136,,
